N,P,K,temperature,humidity,ph,rainfall,label
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya
39,65,53,35.33294932,92.11508608,6.560743092999999,235.6133585,papaya
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya
69,64,47,40.21199348,94.50766912,6.993473247000001,186.6762324,papaya
58,51,47,42.13473976,91.70445386,6.757470637000001,197.402901,papaya
59,47,53,32.86316618,91.4618874,6.8506632320000005,47.271547,papaya
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya
56,58,49,37.13165026,94.60761797,6.69215564,172.47880619999995,papaya
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya
54,65,47,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya
47,46,52,23.19451074,91.40301608,6.502289472999999,206.3999208,papaya
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya
36,59,46,34.28879307,93.61082872,6.721130542999999,127.2509777,papaya
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
44,56,49,39.23342464,91.25589286,6.519779582999999,64.4478499,papaya
34,68,51,27.34734861,94.17756725,6.687088097999999,40.35153141,papaya
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya
65,62,51,31.53243779,90.87394933,6.5116248410000015,207.0735119,papaya
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya
50,47,48,24.63676897,90.61964344,6.712772332999999,218.2299187,papaya
43,50,48,28.28222883,91.37059792,6.63016515,179.27208069999998,papaya
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
70,68,55,42.84609252,94.63548176,6.691202286,78.80996390000001,papaya
59,62,52,43.67549305,93.10887229,6.608667683999999,103.8235658,papaya
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya
42,60,47,33.46873719,92.12746225,6.834808347999999,136.8277041,papaya
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya
34,65,48,41.41968393,90.03863107,6.665024507999999,199.3096432,papaya
36,54,46,42.54744013,94.94482086,6.662875839,214.41038480000003,papaya
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya
49,54,50,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya
40,65,49,35.32876402,91.06138506,6.678449317999999,163.9069365,papaya
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya
50,46,52,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
40,49,47,42.93368602,91.1756748,6.501521192,246.36132680000003,papaya
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya
49,55,51,24.87212063,93.90560147,6.676578778,135.16945249999998,papaya
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya
63,58,47,26.83054058,90.75379971,6.864143752,144.66564440000005,papaya
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya
45,57,47,23.16855863,90.78821158,6.656458831,161.68920930000004,papaya
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
70,50,53,37.4620912,90.44967809,6.933809742999999,172.3458448,papaya
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya
68,69,52,25.65492304,92.74501561,6.813383387000001,52.95477913,papaya
32,55,52,37.58899717,91.99740365,6.967759599999999,159.6577388,papaya
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
48,62,47,25.34756111,93.02871078,6.803094965,174.40123369999995,papaya
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
48,57,54,29.02328049,90.20396783,6.617703177999999,126.8069869,papaya
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
38,61,52,31.22790131,94.94021378,6.620729882000001,46.44279118,papaya
57,64,55,26.68386496,92.9585411,6.583760498999999,62.50689682,papaya
51,57,55,24.70528368,90.14732171,6.6764073370000006,108.4103158,papaya
56,65,45,38.2016825,93.97379963,6.751298936,218.09088140000003,papaya
54,66,52,36.56769731,93.79503425,6.867554147000001,104.4218596,papaya
58,55,47,26.05375792,93.69111672,6.7424900270000006,240.6863901,papaya
68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
43,64,47,38.58954491,91.58076549,6.8256647820000005,102.2708231,papaya
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
56,59,55,37.03551903,91.79430166,6.551892637999999,188.5181422,papaya
39,64,53,23.012401800000006,91.07355541,6.598860305,208.3357976,papaya
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee
107,21,26,26.45288458,55.32222678,7.235070264,144.68613359999995,coffee
83,38,35,25.70822684,52.88667115,7.18915558,136.73250919999998,coffee
108,24,31,24.12832546,56.18107663,6.431899747999999,147.27578180000003,coffee
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee
109,31,27,23.05951896,50.40609436,6.973839707000001,164.4971875,coffee
89,25,34,23.07895447,63.65861483,7.184801627000001,129.8765443,coffee
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee
111,32,34,25.46743689,69.35161206,6.392048018,171.37644619999998,coffee
84,36,28,26.7350622,55.55164819,6.119892347,140.63052130000003,coffee
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee
81,30,31,24.65090184,51.93952357,7.027585558999999,135.1386537,coffee
95,39,29,27.35152643,55.99375012,7.13411409,148.98125249999995,coffee
81,34,30,25.17787724,62.26244581,6.6477659970000005,135.0119649,coffee
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,coffee
109,29,28,23.26316991,60.51600210000001,6.724688502999999,194.1755471,coffee
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee
83,21,28,25.5674832,60.49244602,7.466900682999999,190.2257843,coffee
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,coffee
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,coffee
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,coffee
98,18,27,27.56088634,68.49299897,6.516312148,167.43580749999995,coffee
111,27,31,23.59302313,55.27564977,6.0433309510000015,191.3980675,coffee
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,coffee
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee
84,27,29,23.32293161,53.00366334,7.167092586,168.26442869999997,coffee
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee
113,21,33,26.02241444,55.83288958,7.277422737999999,176.90209240000004,coffee
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
80,30,25,26.24092174,65.64381357,7.487266991,148.37712019999995,coffee
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee
113,33,34,26.00373964,62.144510200000006,6.559817161000002,153.477776,coffee
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,coffee
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,coffee
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee
82,29,35,26.67377159,52.24226285,6.246872394,156.15438980000005,coffee
103,33,25,27.10210397,55.74973320000001,6.911066044,139.5013171,coffee
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee
99,19,33,27.536454700000004,55.51673151,6.273741983,130.6377143,coffee
120,20,34,23.56960509,50.56339727,6.906124587000001,130.3797119,coffee
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee
100,40,35,27.56441788,54.41094079,6.9557873510000015,177.816092,coffee
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee
115,31,30,24.22984659,67.37768353,6.840927967000001,122.4073418,coffee
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee
82,24,26,24.31274458,53.57285558,6.089443602999999,184.4103931,coffee
94,26,27,26.36629861,52.25738495,7.456460375,177.31761609999995,coffee
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee
118,40,35,26.35034208,58.50650238,7.460174812000001,121.5586297,coffee
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,coffee
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee
97,22,26,23.60567546,59.68849145,6.074190142000001,185.1568059,coffee
99,40,32,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,coffee
89,28,33,26.44414097,53.83876189,6.9932360010000005,175.3723314,coffee
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee
119,30,28,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,coffee
116,40,33,24.91370487,54.15319242,7.042089492000001,129.5481144,coffee
95,37,35,27.31317116,68.42333909999999,6.348337518999998,192.4288139,coffee
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,coffee
117,37,32,23.1069385,67.06230539,6.787658922,162.57696059999995,coffee
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee
101,31,26,26.70897548,69.71184111,6.861235184,158.86088869999998,coffee
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
93,26,27,24.59245684,56.46829641,7.288211994,137.70440469999997,coffee
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,coffee
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,coffee
101,33,33,26.97251562,62.0183627,6.908671378999999,142.8610793,coffee
107,31,31,23.17124551,52.97841162,6.766184468,153.12016440000005,coffee
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,coffee
103,40,30,27.30901814,55.196224,6.3483162570000005,141.48316440000005,coffee
118,31,34,27.54823036,62.88179198,6.123796057000001,181.4170812,coffee
106,21,35,25.627355,57.04151119,7.4285236339999985,188.5506536,coffee
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,coffee
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee
99,15,27,27.41711238,56.63636248,6.086922359,127.92461000000002,coffee
118,33,30,24.13179691,67.22512329,6.362607851,173.32283859999995,coffee
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee
104,18,30,23.60301571,60.39647474,6.779832611000002,140.9370415,coffee
33,49,56,25.018881347489014,67.38060312455843,6.183665775537437,96.27292249525709,tulsi
44,56,59,31.743964501685312,62.22912446541184,6.040547543911499,136.1717608659236,tulsi
51,41,40,26.430940896310837,65.21678983016379,7.202670574779372,91.68872844578328,tulsi
57,47,35,34.466632805824666,66.73347696022094,6.755243387960138,119.29807691171752,tulsi
34,43,51,32.76349593131848,61.92759538217808,6.525370684605453,103.25606159428537,tulsi
34,42,55,33.976919000597775,65.58782445032061,6.762568914440769,147.68102501057308,tulsi
48,49,40,28.056075365488162,61.961055797943374,6.366234297274546,121.14385917085569,tulsi
34,30,42,32.142249895793455,57.13212983835065,6.53496460404915,133.7174993639309,tulsi
49,50,50,30.250931350925107,50.0070262374552,6.528018809602187,149.20751429740017,tulsi
44,32,59,34.448730102196315,65.78968666688016,6.175620163901506,123.24679522621838,tulsi
37,45,34,26.851085866863592,61.553163501738474,7.469291949989193,123.25909141466353,tulsi
56,52,56,27.32599833391866,65.98974605665143,6.549762637220631,73.98174038388481,tulsi
33,55,57,29.607476286380123,51.22531165800861,6.420671529318133,55.353078649166086,tulsi
45,46,37,27.983101069125723,64.68875213404476,6.206745633052917,118.59489235766974,tulsi
52,44,44,32.10446960356518,65.26325163540787,7.473068527792812,135.77531872072058,tulsi
38,55,34,33.293927253530214,64.93053880871365,6.197401474577724,81.88997962267034,tulsi
45,50,34,29.16753265428778,56.45393264477672,6.242171679566611,144.417479497199,tulsi
31,48,38,25.440923649535765,53.164347332313994,7.059641505730074,121.31048249426343,tulsi
47,49,47,34.54762884591893,57.05850494482925,6.935038897938453,123.80814387310278,tulsi
50,43,35,34.70092669583877,60.37935789405397,6.102561156019383,121.41684234967276,tulsi
40,37,42,30.292831428177877,67.85050896331232,7.296206121376301,127.11729549435266,tulsi
37,34,55,34.83265955869692,60.24640708697203,7.15506063248251,107.96431106270394,tulsi
56,56,45,33.85143783146204,57.64606402890318,7.391402180575607,100.82525640564688,tulsi
43,54,34,27.161625809887738,59.83417597175993,7.490982046251229,135.79620044559925,tulsi
40,52,32,25.13768478320555,61.20022483522523,7.376304540676366,81.60661072963251,tulsi
50,51,48,34.90343508921211,52.619562549451935,7.13449752161857,66.90792274393084,tulsi
41,51,45,34.73875037374544,62.48690756298229,7.188560018233403,131.21673935705616,tulsi
45,42,30,28.757753731552466,69.17627655492453,7.077411843088049,77.23695970330724,tulsi
53,58,35,33.312292148564396,64.62516092603134,6.21148553108488,147.58524894581276,tulsi
53,33,54,26.22185011398484,64.81273441459648,6.0739564355257345,107.98642810752898,tulsi
42,42,40,31.23264186624856,68.45236278433482,6.880762432864499,125.67339036565346,tulsi
35,54,48,33.77456683480434,56.033089224930144,7.386374209748778,99.16622801722708,tulsi
50,30,39,31.173716488106557,65.01550032724401,6.458348164168256,137.20440174356514,tulsi
49,33,43,32.423441003976315,61.20430219545694,7.181583061267946,144.03532980404972,tulsi
53,34,33,33.61422311618799,59.779523976367294,7.46994464038853,74.88840549894044,tulsi
30,38,43,26.63912465955643,57.160729339482444,6.325769077008064,127.60866299336463,tulsi
49,39,32,27.088502439897724,66.6702775636395,6.261828139294128,77.82450787361546,tulsi
30,58,36,26.640462358266948,64.54845326880961,7.195625972259059,126.10875288602573,tulsi
36,40,55,27.805531003597306,54.27351741421729,7.300904376497323,76.54432763603857,tulsi
32,42,45,31.057834097237045,52.987289156618445,6.328753104909953,72.43840916198448,tulsi
41,39,34,29.102501222455096,67.30739496669798,6.53513199206074,106.7634620888004,tulsi
54,49,38,32.44902568682229,66.38968836077393,6.953109398778747,112.51774015557666,tulsi
33,32,56,33.63096661922111,57.364389899726035,6.583694794894506,65.7108625188441,tulsi
40,52,59,32.465898698325745,58.73051161105197,7.103229941354194,104.41996237521082,tulsi
53,50,53,26.537150062961476,63.45647459810381,6.572520730914137,74.40667036699688,tulsi
55,38,40,30.445475826714002,52.74690486365879,6.127021827477663,87.7715581864667,tulsi
34,30,57,28.708799179593758,52.20697290562179,7.086982125554094,103.80485442117131,tulsi
55,44,30,31.84208303868065,57.251721375060676,6.282355730057103,148.2421108601945,tulsi
44,45,54,29.048121055392784,53.481053899452036,6.154722922824565,111.62117401042626,tulsi
38,30,48,26.42447891081742,54.98763958641446,6.501627666253569,149.8131687273419,tulsi
44,44,53,29.210695711558323,50.080005427924625,6.787845084109563,95.7703518190022,tulsi
35,38,36,29.252449082666885,61.74318264225795,6.270108014956053,58.942801666824195,tulsi
35,39,38,27.201503419861886,51.38298149074006,6.050396164587466,70.4884954431742,tulsi
42,43,39,29.793758502031686,54.16557942235108,6.616817747736146,58.92495629094917,tulsi
46,48,56,27.960413486037922,58.74237428336618,6.9132832196815555,78.91663445276967,tulsi
43,58,46,30.259306023197674,69.43539576074205,7.096255145551639,67.72920691691948,tulsi
55,33,38,30.78897937405398,55.08080889947349,7.43269830311819,60.29805180738062,tulsi
59,54,50,30.284612262307,53.21373720083342,7.265407673136665,98.91809578352137,tulsi
43,41,31,29.454929426262375,69.9341303236007,6.407698245154747,118.18990803655032,tulsi
38,49,51,34.39729446523024,50.858259591340804,7.49160136890716,95.97402036777802,tulsi
45,55,52,32.1830384003449,53.74046938856092,6.38217585515453,82.66976135453078,tulsi
38,57,46,29.84190749091429,57.94311366163747,6.812339314414671,54.46255879980064,tulsi
39,42,33,27.787871072867304,62.629783497824604,7.440393263324595,149.40985530472722,tulsi
45,39,43,32.18350047612363,68.30119032491811,6.25437910054763,83.74648064201693,tulsi
52,34,31,30.128241987047982,58.84298892742051,7.172829073911011,105.57734899961295,tulsi
50,38,51,25.908498949751532,63.38584305017683,6.129868508035579,70.89064495279621,tulsi
30,50,31,31.621662022249538,67.2917131948875,6.3212594083291025,120.97841622066153,tulsi
49,44,42,25.9768014854443,55.753120679089136,7.315183134456291,146.9136366527255,tulsi
51,41,55,30.594160290292436,54.74856914603274,6.017188561730557,55.96121108273893,tulsi
34,35,38,25.58571981825321,68.74215394812504,6.409728646920793,110.88668246679718,tulsi
38,44,31,25.199272214224386,55.102695603363074,6.953887069522508,107.30980011745925,tulsi
30,44,55,34.318828636806614,66.46947440440438,7.1747529086845265,86.843668489353,tulsi
39,44,36,34.87471266830832,65.3183528056171,6.600676556246014,138.22362744106096,tulsi
36,43,39,33.05071199082009,65.25859223641018,6.835524217206965,111.59498637104011,tulsi
40,33,56,26.950152241717397,67.52667594304592,7.0557214727034125,133.8151001428136,tulsi
54,30,41,25.942169356172393,54.87879468817277,7.179111892805542,87.96032247657214,tulsi
38,36,38,28.391877265219605,68.03984925002295,6.580368642231317,139.49338710529733,tulsi
52,46,53,33.75989090978698,57.63656072726699,6.525692983042597,83.14101623189893,tulsi
47,31,41,25.362869564422933,59.04248782846212,7.495137325886031,127.35911536696915,tulsi
54,56,36,26.46870932583811,55.96012923621401,7.199254191167554,147.24816934176414,tulsi
37,35,36,26.826581323460733,56.93855311196825,6.219529773526825,54.39057920153727,tulsi
35,31,54,26.765206607388055,67.6060571068067,7.1414203577517235,119.71297385700667,tulsi
50,46,54,33.00588322789747,69.63239262581368,6.966571624694144,81.84285196155278,tulsi
38,34,48,26.94760491724328,65.1066100997043,7.057684986454262,145.30270850997482,tulsi
39,47,53,25.9675030548175,57.65222921769265,7.1175896269898855,133.44442765320684,tulsi
49,51,33,26.00227098158551,53.91001166477084,7.433112919914095,123.46561604498007,tulsi
35,50,38,34.521566885762255,62.81132618989591,6.61770995738122,141.1180594791462,tulsi
59,46,38,31.858513524804422,64.63774568148494,6.379257699540484,85.58781555785058,tulsi
35,32,38,34.71112785416749,58.25105482499214,6.323757813006656,137.4477608446413,tulsi
49,34,55,25.68187223617684,68.46988664052768,6.766117657296601,138.67342600828587,tulsi
51,35,45,29.746772578479654,56.00131286798592,7.488864440366947,143.95180074782957,tulsi
57,54,35,34.457396225845436,69.60421500143741,7.402552410700288,74.08937634827117,tulsi
39,40,38,28.383383952055873,63.058681478350124,6.905330396332537,128.05285974156746,tulsi
58,50,53,31.433849511051875,66.8984225377671,6.796386482994533,108.49866367304665,tulsi
46,45,53,25.77236793104293,67.62784963288301,7.321385091383126,96.0611617453942,tulsi
54,51,39,31.797573691383647,55.757163652316834,6.0864085587224075,110.61431181297387,tulsi
56,59,43,32.89954517908365,57.07492987592701,6.382019143575951,76.46655038544978,tulsi
30,39,49,28.905527512476684,65.71514446326017,6.372241967055134,91.72307416669771,tulsi
57,37,42,28.02884990464999,55.042606259602145,6.016283762919222,127.61481499362631,tulsi
52,36,45,33.479352521097454,52.3048609557345,6.025948192499674,83.52576575700063,tulsi
11,20,16,29.9046283358467,28.759155783958015,6.780509610315577,30.05753263280555,aloe_vera
14,14,13,23.495258951523358,30.5053063597216,6.434874929884763,48.76504869660039,aloe_vera
19,24,18,37.117576306294524,35.97409892448108,7.3107574822251555,25.14069071657435,aloe_vera
19,12,14,38.39598371531941,34.16408470569743,7.495927474699808,12.66339458511899,aloe_vera
20,24,15,35.65862088835899,38.81004236467215,6.013044469190236,30.40299098974256,aloe_vera
16,12,11,24.895047221163786,33.56742057777915,7.390401493679217,48.82825063005596,aloe_vera
24,16,28,30.125448543674196,34.23353847243462,7.3031627811691875,37.98257633788885,aloe_vera
20,16,15,29.620625176221974,43.39394529221026,7.885630960920873,33.0361802410237,aloe_vera
14,18,26,29.523758336400633,20.939109025463036,6.099610545349016,47.51345465763472,aloe_vera
10,26,26,21.43448631042219,44.91262075509376,6.4268041112400045,49.50716654394759,aloe_vera
22,29,27,37.22616983720812,45.325470097142016,6.232056942841467,41.07118875690773,aloe_vera
24,13,20,25.958623439542812,27.862015789706277,6.299987872213219,12.898678352490398,aloe_vera
19,24,23,39.103906072400626,26.308742653575415,7.9649219060147365,22.125460342923443,aloe_vera
28,21,11,29.172204993002033,30.85727333754714,7.691615486595591,43.232455981818376,aloe_vera
26,12,16,27.540595329494586,27.011998244533775,7.252496779508622,20.852896969752894,aloe_vera
22,12,20,22.158426731508033,29.4644919139852,6.769309600450372,13.128605769537526,aloe_vera
22,24,11,31.07943576648212,47.99014519863083,6.151279945292424,32.76871973400965,aloe_vera
13,15,11,38.59171158640733,32.4036944131542,6.875767152976373,45.65555214886142,aloe_vera
14,10,21,34.145066890115615,41.1295946828388,6.699102983993759,23.317730026554017,aloe_vera
23,12,22,20.51295117551344,24.661770463741934,6.013250448665822,39.94693169632313,aloe_vera
21,26,21,22.826675135252998,36.14147607861919,7.480944954213365,13.912226121091194,aloe_vera
14,21,16,36.35323670984497,42.169091954064385,6.882047873416422,16.77942247029105,aloe_vera
13,10,27,27.530190131334336,25.675839677392275,7.852833751880404,13.817610333762422,aloe_vera
20,21,26,35.24385683609373,46.65048579477811,7.0121489605775436,45.352930716762415,aloe_vera
26,16,12,31.774341053561635,43.8255148805044,6.575939591032598,38.07341891468528,aloe_vera
24,21,21,30.684910002322674,45.56662065184265,6.004568412497674,41.717796785749584,aloe_vera
16,25,26,36.13142622581168,40.31883340636655,6.614806831703581,29.78664660116027,aloe_vera
21,19,23,29.363844236983397,47.21823535406263,6.545803482132598,22.275261833233895,aloe_vera
16,22,27,30.20438278707377,44.4241888305841,6.215198058369302,28.148813637784244,aloe_vera
13,20,26,23.231747036972568,24.959113238810048,7.456505882584776,17.786257768120898,aloe_vera
29,11,28,37.74099018398024,46.02559580265623,7.9174105237469234,46.39552100874423,aloe_vera
12,16,20,24.162827312436164,43.15075818528116,7.304849493181279,20.32534313479339,aloe_vera
17,10,16,30.5864388648272,20.8688401499174,7.39683212851972,46.37233862597557,aloe_vera
16,19,15,29.721308460306886,23.716409035701563,6.177632128034073,35.15247215528946,aloe_vera
17,20,16,31.722458490921415,48.37199832138526,6.37659561941547,49.96849580744843,aloe_vera
21,20,29,32.18815083674099,23.954763894278486,6.344780095294595,39.674770475028026,aloe_vera
29,18,19,27.65539866565512,29.441747660576404,6.78869794748307,15.618795142704162,aloe_vera
16,28,14,35.63648326570761,21.97825858468321,6.764963282329566,31.81976377199043,aloe_vera
10,29,25,31.950006173925026,21.386525870244036,7.756251036225312,19.421878667663563,aloe_vera
26,28,19,27.897363280391925,38.9160094595412,6.834527267792007,45.87160146565563,aloe_vera
20,29,25,26.4430761977597,38.54203267647982,6.8834992461338045,28.29304043202015,aloe_vera
14,18,27,28.82394796006935,20.54105526809281,7.512410079849781,49.220264384693515,aloe_vera
18,16,15,39.93750235806846,37.843508588770895,7.89830169144291,18.933350773099175,aloe_vera
12,13,27,34.595457697005465,23.14103106256179,6.607491581356475,45.21128806725787,aloe_vera
28,25,22,29.595034958844078,42.86911747955646,7.479598393186512,25.887194551734595,aloe_vera
14,24,11,21.018864838959452,41.7982989506725,6.665646669789529,29.8342075668136,aloe_vera
18,14,11,32.69490741885078,48.84788316325903,7.954847269368685,39.279656194983815,aloe_vera
23,19,18,36.964804306565114,26.44043844283685,6.0988579986422495,32.148013612808015,aloe_vera
25,25,22,34.52418330472436,46.72119949252693,7.470386040317321,17.77473735302101,aloe_vera
24,24,10,21.14019262116163,38.80109820026932,7.1022160055294306,43.403013995869046,aloe_vera
29,28,29,39.94730229121638,32.09917772345743,7.769307852585403,46.71463033994796,aloe_vera
15,23,18,24.474310454896486,24.77778479367616,7.623034133145246,36.166499181988094,aloe_vera
28,17,11,33.6597381434676,32.2466411284112,6.328232799993452,14.301761519109593,aloe_vera
27,16,23,34.86152947920079,35.63727455604737,7.943926111994086,30.02332662546847,aloe_vera
24,23,19,37.1062444197178,45.51050051183566,7.0768281126307775,20.115136615413803,aloe_vera
14,11,23,32.16643165277245,39.172347665223185,7.909511115564641,27.6642721481814,aloe_vera
18,28,15,25.802605952332016,22.156567825293315,7.7681681552795645,14.325263019563238,aloe_vera
16,14,16,37.9920437243029,36.1091301585123,6.900424795626563,28.303793467652536,aloe_vera
16,21,20,31.77018731770631,21.458841982166685,7.813529702495579,23.28951269763603,aloe_vera
29,14,12,35.07000368962947,44.12723499679352,7.766172125105733,38.26720889210186,aloe_vera
